length,references,links,citations_template,citations_non_template,categories,-1obox,images,l2_headings,l3plus_headings,languages,flesch,flesch_kincaid,smog,coleman_liau,ari,dale_chall,linsear_write,gunning_fog,spache
18150,29,128,0,29,10,1,0,0,0,0,43.61,14.53,18.49,10.3,15.67,13.69,21.35,16.14,10.69
14318,28,93,20,8,4,1,0,5,1,1,55.76,12.11,14.93,7.35,11.86,13.52,17.47,13.97,10.38
43125,106,76,0,106,3,0,2,8,12,0,41.44,14.11,16.2,11.5,15.19,10.58,18.76,16.31,8.43
3975,4,38,0,4,10,1,0,2,0,0,10.43,25.25,-1,11.63,29.15,14.66,37.31,26.01,14.17
20826,57,137,34,23,23,1,0,5,0,0,63.08,10.12,12.4,6.33,9.16,10.22,14.52,12.4,8.27
4227,10,37,5,5,4,0,0,3,0,1,35.91,13.65,-1,13.41,14.33,12.91,16.63,15.29,9.05
11549,33,45,0,33,3,0,0,7,0,0,60.85,6.83,8.65,9.5,5.9,13.08,4.91,6.76,7.23
30642,137,183,22,115,10,1,2,8,2,2,70.24,8.24,11.6,6.54,7.66,10.88,11.86,10.55,7.63
62263,155,403,19,136,4,0,10,3,7,52,56.7,9.56,14.07,9.43,8.95,12.19,11.63,11.29,7.74
20896,42,151,0,42,4,0,0,6,2,0,43.48,15.32,15.38,9.34,16.44,11.97,22.43,18.27,9.89
4432,2,38,0,2,2,0,0,2,0,4,41.68,10.43,13.08,10.53,7.8,12.36,8.11,10.42,7.15
32862,62,232,28,34,2,1,0,0,0,8,-119.78,80.83,-1,0.57,98.45,27.25,113.38,86.05,38.68
46437,82,200,66,16,3,0,0,6,10,50,45.49,13.88,16.03,10.73,15.24,11.71,18.65,15.73,9.17
27297,69,172,0,69,3,1,0,9,0,0,55.28,9.86,13.82,9.71,9.35,10.86,11.88,11.36,7.31
18637,54,142,11,43,20,1,0,6,1,2,55.62,12.06,15.6,8.21,12.41,12.31,17.99,13.8,9.37
114848,80,479,0,80,20,1,1,13,21,29,49.71,11.18,15.6,10.65,11.09,11.7,13.95,13.7,7.87
73378,135,230,0,135,5,0,15,1,0,23,59.81,8.47,11.98,10.32,8.54,10.48,8.78,11.06,6.76
4944,0,43,0,0,3,0,1,1,0,8,59.32,10.68,-1,7.34,10.04,10.41,14.35,12.97,7.81
11430,24,48,10,14,5,0,1,5,0,12,40.19,15.36,15.07,10.57,16.59,12.84,21.09,17.97,10.08
9080,13,45,4,9,2,4,0,4,0,0,53.51,12.84,15.07,8.12,13.31,11.73,19.13,16.16,9.08
33538,4,118,28,-24,8,1,0,10,2,0,32.22,16.45,24.38,12.92,18.43,13.53,22.27,16.92,10.79
43189,19,126,3,16,4,1,0,0,8,0,57.85,9.48,13.61,10.44,9.91,9.21,11.29,10.64,6.64
4567,9,9,9,0,1,0,0,0,0,0,-172.6,100.52,-1,7.56,129.87,29.0,164.5,108.26,44.99
18969,4,142,0,4,2,0,8,8,4,17,40.63,14.82,17.01,10.86,15.87,12.45,20.21,16.21,9.92
1019,2,13,1,1,1,0,0,1,0,1,4.97,26.75,-1,10.24,29.57,17.6,39.75,27.83,15.59
10500,22,47,9,13,6,1,1,5,0,0,34.75,16.16,-1,11.43,17.36,11.48,22.62,19.62,9.29
2531,0,32,0,0,5,0,0,1,0,0,58.57,8.85,-1,8.15,7.14,11.02,10.88,11.23,7.59
63715,44,240,3,41,20,2,16,14,9,41,50.45,12.08,16.03,10.83,13.14,10.63,16.13,14.62,8.1
16799,33,108,32,1,14,1,0,6,4,0,58.1,10.37,14.02,8.77,10.27,12.45,14.5,12.37,8.93
15325,24,92,11,13,4,1,0,0,0,0,47.45,14.9,16.4,8.5,16.04,14.25,21.79,16.73,11.61
3876,8,31,7,1,6,1,0,3,0,0,65.25,10.62,-1,5.35,9.94,13.72,16.56,12.65,10.44
11777,32,72,1,31,3,1,0,5,0,0,65.01,11.23,12.46,4.51,10.41,14.19,17.08,13.93,10.22
52582,82,348,62,20,36,1,0,0,0,43,48.09,13.63,17.47,10.15,15.0,12.0,19.49,15.17,9.38
45180,78,183,37,41,2,0,5,8,6,2,27.72,19.76,18.28,8.78,20.54,16.39,29.63,21.2,13.1
1751,1,16,1,0,1,1,0,1,0,1,-4.09,25.75,-1,11.64,26.02,19.59,37.0,26.13,15.0
8270,27,20,9,18,5,2,0,3,0,0,56.26,11.34,14.55,10.34,12.89,12.19,16.37,13.44,8.8
2004,1,17,1,0,2,0,0,4,0,0,44.14,11.1,-1,11.8,10.48,11.79,12.5,13.33,7.93
23467,2,316,0,2,8,0,11,11,13,15,59.26,12.05,14.74,6.83,12.31,13.49,17.7,14.07,9.77
3631,2,23,0,2,3,2,0,4,0,0,35.03,14.07,-1,12.98,14.56,12.02,17.11,14.39,8.89
5454,3,66,3,0,2,1,0,4,3,16,54.89,10.93,-1,7.84,9.74,14.01,14.3,13.24,9.38
738,1,11,0,1,5,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
41430,80,64,70,10,5,1,0,3,0,0,-25.13,38.93,27.9,11.07,46.83,16.96,66.36,43.34,19.68
690,3,9,0,3,4,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
4531,4,26,0,4,3,1,0,6,0,0,61.04,10.83,-1,7.56,10.98,12.25,15.35,13.53,9.35
1219,1,14,0,1,3,0,0,1,0,0,62.26,7.06,-1,5.87,3.41,16.41,5.96,6.73,8.36
9468,7,101,0,7,4,0,0,4,0,19,45.33,12.54,13.87,10.78,12.62,11.96,15.21,13.78,8.68
64612,105,254,89,16,8,0,0,9,10,0,40.74,14.6,16.77,11.96,16.33,13.26,19.75,16.38,9.85
971,0,10,0,0,2,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
10212,4,64,0,4,3,0,0,5,15,10,51.72,11.04,12.8,9.05,10.08,10.49,13.72,12.55,7.5
4569,0,47,0,0,1,0,0,6,0,1,-10.56,41.63,-1,0.62,48.33,21.58,64.8,46.96,24.15
5443,1,47,1,0,3,0,0,6,0,0,36.74,13.98,-1,11.32,13.53,12.05,17.38,15.75,8.52
5889,0,61,0,0,3,0,2,6,0,8,33.34,17.85,-1,9.59,18.9,13.3,25.56,17.99,11.09
3532,6,31,0,6,1,4,0,1,0,1,-34.45,30.84,-1,24.22,37.87,16.37,39.0,25.62,14.53
12820,6,45,2,4,5,0,1,7,0,4,54.22,10.6,10.79,10.21,10.84,10.16,12.76,12.72,7.3
103593,309,427,1,308,37,1,7,12,22,25,52.1,10.68,13.35,10.24,10.46,12.15,13.35,12.86,8.08
2934,2,21,1,1,5,1,0,6,0,0,45.84,13.67,-1,8.71,13.3,13.4,18.73,15.11,10.12
18157,48,57,11,37,9,0,0,7,0,0,64.33,7.55,11.14,9.41,7.34,11.35,7.84,7.78,7.31
11232,16,52,13,3,2,1,1,5,6,4,46.98,11.5,14.17,10.99,11.26,11.5,13.42,13.69,7.69
37890,68,169,55,13,13,1,0,7,15,0,27.9,18.98,17.39,14.46,23.56,14.7,26.35,19.9,12.16
11757,32,81,9,23,8,1,0,6,0,4,51.86,11.33,15.02,10.29,11.65,11.69,15.04,12.68,8.58
9570,0,100,0,0,2,1,23,4,1,0,38.07,21.86,-1,3.26,23.41,17.72,32.25,24.33,15.77
47886,15,507,1,14,7,0,5,12,12,19,51.13,13.17,16.07,8.22,13.38,11.62,18.78,15.42,9.33
7234,11,85,1,10,9,1,3,5,0,5,62.32,11.42,-1,6.7,11.79,13.06,18.15,13.51,9.75
24607,41,106,10,31,3,1,0,10,1,0,57.87,11.25,14.31,9.39,12.41,10.58,15.78,13.86,8.2
34309,130,87,0,130,1,0,0,5,0,10,55.0,9.51,11.54,10.67,9.44,10.9,11.32,12.21,7.19
3204,0,23,0,0,5,0,0,1,0,3,46.38,11.17,-1,11.58,10.98,12.69,12.82,10.9,8.41
30966,0,193,0,0,6,0,1,1,0,3,-87.65,70.77,20.92,1.8,87.76,25.77,104.0,77.09,34.86
24873,25,234,5,20,17,0,1,8,7,26,50.88,18.0,14.12,3.29,19.17,16.66,27.96,21.48,14.22
3801,3,28,0,3,1,0,0,4,0,0,51.17,8.49,12.22,10.62,7.09,13.95,6.3,8.66,7.52
12618,26,75,21,5,3,1,2,4,2,0,33.56,16.59,18.98,11.13,17.65,13.22,24.43,18.35,10.8
3312,0,18,0,0,3,1,0,1,0,0,44.2,13.4,-1,10.19,13.5,11.85,18.91,15.4,8.78
1597,4,18,0,4,6,1,0,2,0,0,59.56,9.28,-1,6.95,7.18,13.95,12.58,10.2,9.24
21773,66,123,5,61,5,1,0,5,7,1,18.9,20.19,20.49,12.67,22.02,13.82,28.67,21.93,11.31
17279,10,156,7,3,3,0,1,5,2,1,49.8,13.71,15.69,7.71,13.68,11.57,19.56,15.99,9.29
34986,88,223,61,27,7,1,3,6,5,11,58.0,11.22,12.97,7.81,11.12,12.54,15.95,14.23,9.16
12253,13,95,9,4,11,1,0,5,0,0,72.66,8.55,12.46,2.81,5.9,15.33,13.58,11.23,10.29
37568,32,127,42,-10,8,0,0,7,0,0,41.21,18.04,16.45,8.83,20.91,12.76,27.39,20.89,11.4
19305,23,136,0,23,14,1,0,0,0,0,43.54,13.69,15.34,11.7,15.1,12.45,18.35,14.84,9.27
34439,87,233,23,64,7,1,0,5,5,8,59.81,11.82,13.4,6.99,12.13,12.49,17.71,14.76,9.69
38476,80,336,2,78,9,0,0,10,0,14,77.38,6.5,12.63,5.7,5.65,12.48,10.31,9.2,7.99
715,0,8,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16507,26,99,17,9,0,0,0,1,2,0,44.53,14.74,15.2,9.16,15.43,13.27,20.98,17.62,10.12
88328,188,195,110,78,2,0,2,8,22,1,40.27,14.67,16.36,11.91,16.31,12.95,20.25,18.09,9.86
120915,279,614,169,110,1,0,1,2,5,0,43.59,14.57,17.35,10.9,16.22,13.45,20.29,17.21,9.91
41595,98,186,72,26,11,1,0,12,2,0,48.46,14.8,15.25,6.81,14.77,13.52,21.76,17.13,11.07
4799,9,31,6,3,1,0,1,4,0,0,62.85,9.56,-1,7.12,8.67,9.71,13.38,12.64,7.88
60422,150,272,48,102,20,1,0,9,5,36,42.93,15.42,17.62,9.39,16.52,12.61,21.87,18.02,10.43
4543,1,56,0,1,1,0,0,1,0,0,61.53,11.03,-1,4.97,9.41,12.5,16.24,13.78,9.33
10194,20,53,0,20,2,0,0,10,0,2,30.26,16.59,17.16,13.54,18.65,12.83,22.04,17.72,10.04
60490,64,293,13,51,6,0,18,9,6,38,52.12,12.6,12.75,9.73,13.73,9.83,17.53,15.59,8.06
30207,37,128,24,13,2,0,0,7,14,0,39.49,14.81,15.99,11.69,16.19,11.34,20.41,17.65,9.15
10391,16,50,10,6,13,1,1,5,2,0,61.68,8.62,11.47,8.07,7.43,12.01,10.07,9.58,7.84
10807,31,48,10,21,7,5,1,6,0,0,48.94,14.32,14.93,9.42,16.02,11.54,20.81,16.29,9.8
12269,33,93,2,31,5,1,1,5,6,10,42.87,12.91,15.56,10.74,12.63,12.46,16.06,14.29,8.76
59945,109,172,24,85,3,0,1,0,0,9,42.76,12.31,15.51,11.89,12.4,11.02,14.83,14.88,7.52
1465,0,16,0,0,1,1,0,0,0,0,32.93,17.01,-1,8.72,16.39,14.73,23.5,17.14,11.55
3485,10,28,0,10,8,0,0,2,0,0,61.57,8.34,-1,8.22,7.04,9.78,8.98,10.61,6.52
5510,1,22,0,1,3,0,0,5,4,0,42.17,13.62,-1,11.07,14.09,12.04,18.28,15.68,8.85
58167,99,241,21,78,9,1,9,2,0,24,52.0,12.12,12.97,9.04,12.2,12.86,16.62,14.45,9.1
14246,31,46,9,22,4,1,0,2,0,1,39.96,13.8,14.74,12.97,15.36,11.94,17.42,15.46,9.2
465,2,3,0,2,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
31176,51,259,28,23,11,1,0,8,9,33,65.69,9.27,12.86,7.47,9.16,11.62,13.32,11.57,8.4
148424,558,551,331,227,9,1,0,11,20,0,43.67,14.15,18.1,9.52,14.31,12.22,20.08,16.67,9.48
6546,4,61,1,3,1,0,1,5,0,18,46.45,11.84,14.65,9.65,10.68,11.58,14.66,14.73,8.05
13044,39,63,0,39,5,1,2,0,0,1,67.75,6.87,10.65,8.62,6.39,12.3,6.98,7.49,7.41
1285,0,15,0,0,6,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10408,1,87,0,1,16,1,0,4,3,0,83.55,6.2,10.93,0.69,2.65,17.34,10.95,8.82,11.0
119534,606,925,0,606,22,2,11,12,23,34,66.53,6.37,13.71,6.35,3.69,12.03,5.68,8.86,6.82
2097,0,18,0,0,2,0,0,0,0,2,64.14,9.56,-1,8.09,9.78,11.69,13.3,11.16,8.01
22319,41,163,22,19,8,1,0,9,2,4,58.33,12.1,14.55,6.17,11.62,12.5,18.06,14.66,9.68
1154,1,14,0,1,4,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
21738,29,158,9,20,0,0,8,11,6,18,48.62,12.99,14.02,9.75,13.56,10.55,17.51,15.29,8.31
13479,24,79,12,12,4,1,0,7,5,0,57.89,10.37,14.84,8.88,10.31,12.77,14.25,13.94,8.84
38815,177,208,48,129,11,1,1,5,3,5,62.9,10.13,13.87,8.63,10.97,10.32,14.19,12.37,7.9
29,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
25329,19,144,18,1,6,1,5,7,5,6,47.63,17.0,13.92,4.52,17.16,14.85,24.74,19.19,12.89
38685,54,225,16,38,8,1,9,6,6,6,65.06,9.15,13.92,7.78,9.0,9.59,12.52,11.27,7.04
26434,18,103,19,-1,3,0,0,6,5,0,40.84,12.73,14.36,12.5,13.17,11.08,14.85,14.49,8.05
2225,3,9,3,0,1,0,0,0,0,0,17.7,27.32,-1,8.23,32.82,21.57,44.33,27.93,18.31
608,1,8,0,1,2,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
35530,51,152,22,29,8,1,1,0,0,1,50.94,12.48,16.49,10.03,13.41,11.19,17.37,14.46,8.54
345,0,6,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
44366,17,385,4,13,25,1,2,7,0,46,44.2,13.74,18.39,9.53,13.63,12.34,19.04,15.84,9.31
93452,109,462,8,101,13,1,5,10,23,28,40.55,12.95,16.53,12.07,13.18,11.6,15.92,14.75,8.34
75259,111,293,0,111,13,0,0,3,3,0,47.64,12.82,15.77,10.56,13.61,11.66,16.9,15.41,8.83
158089,153,851,139,14,42,1,0,14,21,104,36.34,17.4,28.42,10.64,19.68,13.88,25.46,19.88,11.45
78382,115,473,97,18,3,1,23,6,4,66,43.97,13.61,16.81,11.11,14.6,13.3,17.72,15.58,9.57
1343,0,12,0,0,3,0,0,2,0,0,68.39,7.93,-1,8.15,7.93,11.51,11.33,10.09,7.71
4491,0,30,3,-3,6,0,0,2,0,0,47.13,12.85,-1,10.14,13.2,12.51,17.31,14.12,8.95
78240,70,564,34,36,4,1,18,8,13,64,58.27,11.45,14.79,7.12,11.08,12.33,16.64,14.69,9.01
1742,0,25,0,0,4,0,1,1,0,7,67.78,8.1,-1,6.01,6.36,11.2,10.6,10.53,7.58
7056,23,41,1,22,6,1,0,4,0,2,39.09,15.22,-1,11.46,16.71,12.55,21.07,17.97,10.18
625,0,2,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
2109,0,44,0,0,17,0,0,1,0,0,75.96,8.76,-1,2.06,6.59,14.17,14.21,11.12,9.63
35346,48,469,20,28,2,1,0,6,6,38,54.28,12.0,13.71,9.3,12.81,12.8,16.55,14.28,9.57
95534,52,285,33,19,2,0,0,0,0,0,-433.82,196.75,27.03,1.19,250.13,42.19,275.0,206.65,81.95
48157,14,484,10,4,9,1,31,9,29,20,60.38,10.41,15.16,7.77,10.16,12.33,14.33,12.78,8.79
8299,37,61,6,31,12,1,0,2,0,0,56.78,10.46,13.3,9.66,10.81,12.32,13.83,12.69,8.74
1310,4,8,2,2,1,0,0,1,0,0,44.33,13.63,-1,11.03,14.67,15.19,18.0,15.36,10.5
50978,97,183,47,50,5,0,0,0,0,1,46.69,13.4,14.55,10.95,14.81,10.11,18.53,16.32,8.16
21622,26,102,9,17,2,0,2,9,12,6,44.63,11.75,13.92,11.96,11.9,12.36,13.57,14.45,8.3
1774,0,20,0,0,0,0,0,1,0,0,77.58,4.15,-1,2.5,0.12,11.09,3.75,5.66,6.25
63161,200,255,0,200,18,1,0,13,5,43,58.84,9.46,12.8,9.42,9.3,9.85,11.76,11.76,6.86
16760,0,234,0,0,7,1,2,5,0,14,66.3,8.26,13.51,6.45,6.64,11.35,11.2,10.68,7.49
14653,23,94,18,5,2,1,1,6,0,7,59.27,10.17,13.13,7.79,9.41,10.54,13.78,12.55,7.75
10741,17,88,2,15,3,1,1,4,0,0,58.4,12.84,15.34,5.88,12.88,15.93,20.71,15.47,11.44
1000,2,11,0,2,1,0,0,1,0,0,61.7,7.81,-1,5.6,4.12,14.13,7.5,8.7,8.39
3833,10,15,4,6,2,0,1,2,0,0,49.78,10.38,-1,8.78,8.18,12.49,12.18,14.13,7.04
3369,0,78,0,0,4,1,0,3,4,1,67.06,9.58,-1,5.33,8.4,14.64,14.64,12.28,10.07
44087,80,331,58,22,15,1,0,9,9,23,54.28,11.25,13.24,11.01,12.73,11.82,14.75,13.7,8.65
22696,14,79,9,5,4,0,2,6,0,12,44.18,14.21,14.07,11.16,15.87,9.85,19.26,16.6,8.4
358,0,7,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29622,40,183,24,16,6,0,8,9,4,0,46.16,13.84,14.12,11.26,15.77,11.42,18.91,15.87,9.34
6242,19,39,12,7,5,0,3,6,0,0,75.99,7.06,-1,6.5,6.94,9.56,10.96,10.03,7.2
2375,4,30,2,2,8,0,0,1,0,1,59.39,13.44,-1,4.98,13.63,16.85,22.25,18.14,12.75
56110,89,256,71,18,4,0,6,7,17,25,20.84,17.13,18.77,15.5,18.69,12.85,20.67,18.58,9.64
356,0,3,0,0,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
16082,50,87,8,42,2,4,0,8,3,0,48.13,14.76,17.81,8.44,15.9,12.69,22.63,17.86,10.09
21091,18,107,4,14,11,0,0,16,0,0,58.04,10.53,12.16,9.2,10.9,10.27,14.2,13.34,7.75
19214,7,99,5,2,10,1,0,6,7,0,35.17,19.78,21.52,9.04,22.93,16.0,32.06,23.56,14.12
19090,13,82,9,4,5,0,4,7,5,3,45.53,13.1,16.32,10.76,13.74,10.46,18.02,16.24,8.32
3516,3,35,0,3,3,1,0,1,0,3,47.26,11.37,-1,10.12,10.4,11.9,13.67,13.2,8.38
11641,23,37,8,15,5,1,0,7,0,0,30.52,16.39,17.99,11.18,16.43,12.21,22.25,18.97,9.7
142038,335,403,70,265,3,0,0,18,13,6,37.5,15.96,17.62,11.89,18.1,12.13,22.49,18.34,9.89
17334,48,149,21,27,3,1,0,5,2,6,23.09,22.33,16.2,10.86,26.17,15.28,31.25,23.13,13.87
16923,45,112,0,45,10,1,0,0,0,0,44.84,11.79,15.99,10.33,10.72,12.46,14.4,13.36,8.64
5358,3,33,3,0,4,1,0,6,0,0,54.37,10.38,12.91,8.62,9.2,11.17,12.81,12.34,7.74
2257,2,27,0,2,1,1,3,1,0,0,55.33,11.71,-1,8.39,11.8,11.9,15.21,12.77,9.28
35727,63,95,13,50,3,1,0,3,0,1,56.02,10.5,13.66,10.08,11.02,10.14,13.64,12.89,7.41
96441,234,564,9,225,11,1,17,7,23,48,29.31,17.21,18.21,11.71,18.17,12.16,24.29,19.8,9.84
29606,23,287,0,23,5,1,6,6,0,34,48.67,12.61,13.24,9.57,12.68,12.07,16.58,14.33,8.89
1198,2,18,0,2,1,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
28581,73,167,57,16,11,1,0,4,4,0,65.45,9.72,12.16,7.67,10.1,10.6,13.92,12.22,7.96
18132,15,69,0,15,2,1,0,7,13,1,44.83,13.32,14.74,10.25,13.57,10.62,18.1,16.7,7.99
3056,4,20,2,2,6,0,0,4,0,0,59.73,7.45,-1,7.58,4.83,11.55,6.61,10.0,7.38
8736,12,39,0,12,4,1,0,1,0,0,16.14,22.61,-1,11.53,25.27,17.11,34.37,21.23,14.35
6475,4,42,0,4,8,0,0,1,0,0,59.7,9.09,12.75,7.89,7.61,10.65,11.47,9.81,7.66
8830,0,132,0,0,10,1,3,7,0,8,50.44,11.16,14.46,8.23,9.31,11.99,14.08,12.27,8.5
2944,6,18,0,6,5,1,0,1,0,0,9.0,23.13,-1,14.5,26.68,14.86,32.17,22.24,12.7
129221,287,377,201,86,8,1,0,9,14,0,30.44,16.87,17.2,12.45,18.39,11.13,22.78,18.89,9.38
68069,89,536,1,88,6,1,21,8,16,38,45.99,14.81,15.07,9.28,16.09,11.68,21.12,17.96,9.56
9571,2,144,2,0,7,1,0,4,5,3,54.49,15.37,-1,6.51,17.4,14.12,24.92,18.43,11.55
1749,1,18,1,0,1,1,0,1,0,1,7.57,24.52,-1,9.5,25.13,19.14,35.83,26.09,15.28
12685,5,164,0,5,11,1,0,4,4,14,62.62,10.0,13.4,8.24,10.34,12.19,14.21,12.35,8.7
22104,47,251,0,47,7,1,1,6,2,17,67.15,7.99,13.19,6.25,6.2,11.12,10.7,9.76,7.56
40461,12,321,8,4,3,1,0,0,0,65,44.65,12.99,18.53,9.47,12.26,12.6,17.02,14.28,9.13
24324,0,103,10,-10,7,1,0,9,0,0,26.44,16.88,22.02,12.6,17.42,13.02,22.29,17.59,10.02
9802,15,77,2,13,9,1,0,4,1,1,56.85,10.3,14.51,9.19,10.16,11.23,13.45,13.04,7.77
24333,35,142,10,25,6,0,3,6,17,0,49.78,11.21,14.36,11.67,12.0,11.97,13.69,13.3,8.23
1561,1,15,1,0,4,1,0,2,0,0,37.8,16.49,-1,10.85,18.41,16.62,22.83,16.14,12.7
3423,6,14,0,6,7,1,0,1,0,0,53.85,9.0,-1,11.0,8.59,16.63,8.61,11.32,9.8
2654,3,24,0,3,6,1,0,4,0,0,19.47,20.96,-1,14.85,25.5,14.24,28.17,20.37,12.25
46227,0,314,0,0,9,0,2,8,24,3,41.78,13.13,14.88,11.24,13.18,11.39,16.8,15.76,8.36
755,0,10,0,0,1,0,1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
28596,17,291,7,10,33,1,0,8,8,24,31.13,23.61,17.62,3.55,25.26,16.95,36.87,27.03,15.68
11047,0,83,0,0,6,1,0,8,2,0,64.31,9.44,12.04,8.07,9.59,11.18,13.05,11.06,8.09
1861,2,18,0,2,1,1,0,0,0,0,-2.44,26.16,-1,12.48,28.01,20.04,38.67,29.93,15.78
41158,106,240,80,26,7,1,0,7,3,1,44.13,15.07,16.69,8.56,15.51,13.65,21.85,17.77,10.84
4917,8,36,3,5,5,1,0,5,0,0,47.74,12.12,-1,9.68,11.58,13.91,15.81,15.68,9.61
3478,0,43,0,0,4,1,1,4,5,0,60.89,9.21,-1,8.23,8.41,11.84,11.38,10.14,8.08
12240,17,55,13,4,11,0,0,6,0,0,59.63,10.86,12.52,8.48,11.39,11.21,15.19,13.05,8.46
6568,8,37,0,8,2,1,1,5,0,1,56.61,10.65,13.24,9.23,10.78,12.48,14.42,11.71,8.72
741,0,16,0,0,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
7590,13,57,1,12,5,1,0,6,2,0,72.98,8.21,11.34,6.43,8.24,11.24,12.79,11.35,8.01
2000,1,17,1,0,1,1,0,1,0,1,21.93,18.83,-1,9.05,17.23,18.43,25.5,20.0,12.69
1896,5,13,2,3,4,0,0,2,0,0,45.96,11.71,-1,14.22,13.98,12.39,13.4,13.65,8.94
11928,36,35,19,17,3,0,0,4,3,0,39.86,11.92,14.79,12.09,11.1,11.36,13.07,13.8,7.84
2479,9,1,0,9,0,0,0,1,1,0,38.54,15.66,-1,12.93,18.61,10.82,21.9,16.35,9.05
6462,14,33,2,12,5,4,1,4,1,0,32.3,19.94,-1,9.33,22.67,14.82,30.93,22.13,12.78
6573,13,72,1,12,5,1,3,4,0,0,50.25,14.49,-1,7.16,14.92,14.81,20.88,16.22,11.63
48245,86,16,85,1,0,0,0,2,0,0,33.28,15.2,15.69,14.0,17.11,14.84,19.84,18.76,10.46
18687,69,109,6,63,5,1,0,10,0,0,65.45,8.36,13.19,8.54,8.28,9.6,11.23,10.45,6.7
5929,11,15,11,0,0,0,0,0,0,0,-71.76,57.48,-1,10.55,71.59,23.02,96.0,61.86,27.92
7592,11,44,0,11,5,0,0,5,1,1,52.78,10.06,13.87,9.32,8.77,13.4,12.21,10.81,8.3
15534,17,81,3,14,3,4,1,6,1,4,53.16,12.44,15.16,9.52,13.55,11.6,17.7,15.01,8.74
2875,0,32,0,0,5,0,1,1,0,0,66.59,8.31,-1,7.54,7.67,11.29,11.42,10.17,7.43
17602,10,133,1,9,3,1,2,10,7,8,54.7,12.73,17.92,8.84,14.0,13.84,19.1,15.6,10.49
64864,4,307,12,-8,29,1,1,1,9,0,27.14,20.68,16.57,10.39,23.55,12.6,31.25,23.86,11.63
841,1,10,1,0,1,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
48432,95,341,35,60,20,1,3,6,7,27,47.67,12.63,14.84,10.41,13.12,12.35,16.86,14.86,8.86
3574,3,19,3,0,3,1,0,3,0,0,55.63,11.32,-1,8.66,11.35,11.96,16.0,12.58,8.99
19894,16,131,16,0,6,1,3,7,20,0,47.91,13.04,15.2,10.63,14.17,12.73,18.13,15.39,9.73
33185,1,194,27,-26,1,0,0,0,1,5,41.19,14.07,17.62,10.34,14.12,12.79,18.46,15.45,9.23
1868,5,13,3,2,6,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
24757,53,62,27,26,20,0,0,6,0,0,16.47,19.87,20.68,14.95,22.52,13.39,27.51,20.07,11.22
5635,3,54,1,2,4,1,0,3,0,0,33.98,23.49,-1,5.43,27.35,18.14,36.4,26.01,16.5
27632,20,156,18,2,7,1,6,5,5,21,50.74,12.32,15.95,9.59,12.7,11.56,16.84,14.19,8.77
18070,49,130,0,49,5,1,3,6,0,39,50.86,12.02,14.27,9.65,12.21,11.54,16.3,14.11,8.45
2139,3,7,0,3,3,0,0,1,0,0,35.8,18.52,-1,10.89,22.0,13.48,28.75,19.53,11.95
6403,6,45,2,4,9,0,0,7,0,0,59.37,9.67,13.08,9.72,10.05,11.32,12.6,11.52,7.7
75312,369,224,92,277,4,0,3,8,13,0,54.21,11.15,17.77,9.76,11.52,10.76,15.26,14.12,8.12
3897,1,17,0,1,2,1,0,1,0,5,-51.73,41.61,-1,15.41,48.17,21.81,69.0,44.49,20.94
4187,0,33,0,0,4,0,1,0,0,1,73.51,6.98,10.58,7.13,6.69,8.63,10.03,10.03,6.53
73719,193,157,22,171,7,0,7,7,12,5,47.31,13.34,14.02,9.83,13.95,12.48,18.84,15.33,9.37
12394,6,143,0,6,9,1,16,6,0,0,59.03,10.54,12.46,7.5,9.81,11.06,14.63,13.56,8.01
55614,92,220,54,38,2,0,0,5,24,0,26.62,17.61,17.81,13.69,19.8,12.79,23.69,19.27,10.57
5002,0,66,1,-1,4,0,1,2,0,26,62.16,9.73,-1,5.99,7.91,13.76,13.74,11.75,9.1
114736,185,647,40,145,35,2,0,10,17,0,54.68,9.8,16.49,9.68,9.08,11.28,11.88,12.33,7.69
17033,33,98,13,20,8,0,0,0,0,0,42.02,14.35,16.16,11.08,15.5,11.74,20.08,17.24,8.97
